timestamp_utc,scenario,request_region,selected_region,cross_region_reroute,latency_ms,http_code,selected_carbon_intensity_g_per_kwh,zone_filter_reasons,carbon_saved_vs_worst_g_per_kwh,carbon_saved_vs_worst_percent,decision_reason,decision_reason_brief
2026-03-30T22:17:35Z,carbon_first,us-east,us-east,false,68.999,200,280.000,zone-10:eligible;zone-09:eligible;zone-08:eligible;zone-07:eligible;zone-06:eligible;zone-05:eligible;zone-04:eligible;zone-03:eligible;zone-02:eligible;zone-01:eligible,0.000,0.00,score-win,local-green
2026-03-30T22:17:37Z,carbon_first,us-east,us-west,true,126.108,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:37Z,carbon_first,us-east,us-west,true,132.698,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:37Z,carbon_first,us-east,us-west,true,129.365,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:37Z,carbon_first,us-east,us-west,true,122.643,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:37Z,carbon_first,us-east,us-west,true,128.655,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:37Z,carbon_first,us-east,us-west,true,133.015,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:38Z,carbon_first,us-east,us-west,true,119.934,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:38Z,carbon_first,us-east,us-west,true,127.024,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:38Z,carbon_first,us-east,us-west,true,127.588,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:38Z,carbon_first,us-east,us-west,true,131.841,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:38Z,carbon_first,us-east,us-west,true,126.208,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:38Z,carbon_first,us-east,us-west,true,135.975,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:38Z,carbon_first,us-east,us-west,true,123.625,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:39Z,carbon_first,us-east,us-west,true,131.315,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:39Z,carbon_first,us-east,us-west,true,130.824,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:39Z,carbon_first,us-east,us-west,true,134.889,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:39Z,carbon_first,us-east,us-west,true,127.119,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:39Z,carbon_first,us-east,us-west,true,131.783,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:39Z,carbon_first,us-east,us-west,true,121.285,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:39Z,carbon_first,us-east,us-west,true,127.405,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:39Z,carbon_first,us-east,us-west,true,129.301,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:40Z,carbon_first,us-east,us-west,true,127.631,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:40Z,carbon_first,us-east,us-west,true,130.997,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:40Z,carbon_first,us-east,us-west,true,123.376,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:40Z,carbon_first,us-east,us-west,true,125.432,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:40Z,carbon_first,us-east,us-west,true,126.902,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:40Z,carbon_first,us-east,us-west,true,136.436,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:40Z,carbon_first,us-east,us-west,true,134.534,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:40Z,carbon_first,us-east,us-west,true,125.814,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:41Z,carbon_first,us-east,us-west,true,127.033,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:41Z,carbon_first,us-east,us-west,true,133.882,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:41Z,carbon_first,us-east,us-west,true,128.999,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:41Z,carbon_first,us-east,us-west,true,130.904,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:41Z,carbon_first,us-east,us-west,true,133.832,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:41Z,carbon_first,us-east,us-west,true,130.122,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:41Z,carbon_first,us-east,us-west,true,128.821,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:41Z,carbon_first,us-east,us-west,true,128.812,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:42Z,carbon_first,us-east,us-west,true,125.889,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:42Z,carbon_first,us-east,us-west,true,123.424,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:42Z,carbon_first,us-east,us-west,true,129.943,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:42Z,carbon_first,us-east,us-west,true,137.475,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:42Z,carbon_first,us-east,us-west,true,132.381,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:42Z,carbon_first,us-east,us-west,true,128.916,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:42Z,carbon_first,us-east,us-west,true,128.413,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:43Z,carbon_first,us-east,us-west,true,137.267,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:43Z,carbon_first,us-east,us-west,true,135.964,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:43Z,carbon_first,us-east,us-west,true,126.069,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:43Z,carbon_first,us-east,us-west,true,124.491,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:43Z,carbon_first,us-east,us-west,true,124.958,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:43Z,carbon_first,us-east,us-west,true,133.879,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:43Z,carbon_first,us-east,us-west,true,133.312,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:43Z,carbon_first,us-east,us-west,true,127.718,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:44Z,carbon_first,us-east,us-west,true,137.738,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:44Z,carbon_first,us-east,us-west,true,129.912,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:44Z,carbon_first,us-east,us-west,true,132.967,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:44Z,carbon_first,us-east,us-west,true,126.885,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:44Z,carbon_first,us-east,us-west,true,132.001,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:44Z,carbon_first,us-east,us-west,true,126.842,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:44Z,carbon_first,us-east,us-west,true,135.914,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:44Z,carbon_first,us-east,us-west,true,134.459,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:45Z,carbon_first,us-east,us-west,true,132.379,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:45Z,carbon_first,us-east,,false,121.379,599,,,0.000,0.00,,unknown
2026-03-30T22:17:45Z,carbon_first,us-east,us-west,true,136.531,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:45Z,carbon_first,us-east,us-west,true,127.295,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:45Z,carbon_first,us-east,us-west,true,134.827,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:45Z,carbon_first,us-east,us-west,true,128.252,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:45Z,carbon_first,us-east,us-west,true,132.587,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:46Z,carbon_first,us-east,us-west,true,130.636,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:46Z,carbon_first,us-east,us-west,true,131.934,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:46Z,carbon_first,us-east,us-west,true,131.968,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:46Z,carbon_first,us-east,us-west,true,131.715,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:46Z,carbon_first,us-east,us-west,true,129.224,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:46Z,carbon_first,us-east,us-west,true,130.626,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
2026-03-30T22:17:46Z,carbon_first,us-east,us-west,true,127.509,200,225.000,zone-06:eligible;zone-10:eligible;zone-09:eligible;zone-04:eligible;zone-03:eligible;zone-05:eligible;zone-08:eligible;zone-02:eligible;zone-07:eligible;zone-01:eligible,20.000,8.16,score-win,reroute-green
