timestamp_utc,scenario,request_region,selected_region,cross_region_reroute,latency_ms,http_code,selected_carbon_intensity_g_per_kwh,zone_filter_reasons,carbon_saved_vs_worst_g_per_kwh,carbon_saved_vs_worst_percent,decision_reason,decision_reason_brief
2026-03-10T16:03:15Z,carbon_first,us-east,us-west,true,128.841,200,151.903,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-08:eligible;zone-04:eligible;zone-03:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-10:eligible,502.677,76.79,score-win,reroute-green
2026-03-10T16:03:15Z,carbon_first,us-east,us-west,true,121.823,200,151.903,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-08:eligible;zone-04:eligible;zone-03:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-10:eligible,502.677,76.79,score-win,reroute-green
2026-03-10T16:03:15Z,carbon_first,us-east,us-west,true,124.906,200,151.903,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-08:eligible;zone-04:eligible;zone-03:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-10:eligible,502.677,76.79,score-win,reroute-green
2026-03-10T16:03:15Z,carbon_first,us-east,us-west,true,121.411,200,151.903,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-08:eligible;zone-04:eligible;zone-03:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-10:eligible,502.677,76.79,score-win,reroute-green
2026-03-10T16:03:15Z,carbon_first,us-east,us-west,true,129.682,200,151.903,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-08:eligible;zone-04:eligible;zone-03:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-10:eligible,502.677,76.79,score-win,reroute-green
2026-03-10T16:03:16Z,carbon_first,us-east,us-west,true,130.861,200,151.903,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-08:eligible;zone-04:eligible;zone-03:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-10:eligible,502.677,76.79,score-win,reroute-green
2026-03-10T16:03:16Z,carbon_first,us-east,us-west,true,122.584,200,151.903,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-08:eligible;zone-04:eligible;zone-03:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-10:eligible,502.677,76.79,score-win,reroute-green
2026-03-10T16:03:16Z,carbon_first,us-east,us-west,true,127.236,200,166.228,zone-06:eligible;zone-09:eligible;zone-08:eligible;zone-04:eligible;zone-05:eligible;zone-03:eligible;zone-01:eligible;zone-10:eligible;zone-02:eligible;zone-07:eligible,489.388,74.65,score-win,reroute-green
2026-03-10T16:03:16Z,carbon_first,us-east,us-west,true,132.378,200,166.228,zone-06:eligible;zone-09:eligible;zone-08:eligible;zone-04:eligible;zone-05:eligible;zone-03:eligible;zone-01:eligible;zone-10:eligible;zone-02:eligible;zone-07:eligible,489.388,74.65,score-win,reroute-green
2026-03-10T16:03:16Z,carbon_first,us-east,us-west,true,133.547,200,166.228,zone-06:eligible;zone-09:eligible;zone-08:eligible;zone-04:eligible;zone-05:eligible;zone-03:eligible;zone-01:eligible;zone-10:eligible;zone-02:eligible;zone-07:eligible,489.388,74.65,score-win,reroute-green
2026-03-10T16:03:16Z,carbon_first,us-east,us-west,true,130.820,200,166.228,zone-06:eligible;zone-09:eligible;zone-08:eligible;zone-04:eligible;zone-05:eligible;zone-03:eligible;zone-01:eligible;zone-10:eligible;zone-02:eligible;zone-07:eligible,489.388,74.65,score-win,reroute-green
2026-03-10T16:03:16Z,carbon_first,us-east,us-west,true,128.853,200,166.228,zone-06:eligible;zone-09:eligible;zone-08:eligible;zone-04:eligible;zone-05:eligible;zone-03:eligible;zone-01:eligible;zone-10:eligible;zone-02:eligible;zone-07:eligible,489.388,74.65,score-win,reroute-green
2026-03-10T16:03:16Z,carbon_first,us-east,us-west,true,127.507,200,166.228,zone-06:eligible;zone-09:eligible;zone-08:eligible;zone-04:eligible;zone-05:eligible;zone-03:eligible;zone-01:eligible;zone-10:eligible;zone-02:eligible;zone-07:eligible,489.388,74.65,score-win,reroute-green
2026-03-10T16:03:17Z,carbon_first,us-east,us-west,true,127.916,200,166.228,zone-06:eligible;zone-09:eligible;zone-08:eligible;zone-04:eligible;zone-05:eligible;zone-03:eligible;zone-01:eligible;zone-10:eligible;zone-02:eligible;zone-07:eligible,489.388,74.65,score-win,reroute-green
2026-03-10T16:03:17Z,carbon_first,us-east,us-west,true,122.781,200,166.228,zone-06:eligible;zone-09:eligible;zone-08:eligible;zone-04:eligible;zone-05:eligible;zone-03:eligible;zone-01:eligible;zone-10:eligible;zone-02:eligible;zone-07:eligible,489.388,74.65,score-win,reroute-green
2026-03-10T16:03:17Z,carbon_first,us-east,us-west,true,128.361,200,167.626,zone-06:eligible;zone-09:eligible;zone-08:eligible;zone-05:eligible;zone-04:eligible;zone-03:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-10:eligible,532.374,76.05,score-win,reroute-green
2026-03-10T16:03:17Z,carbon_first,us-east,us-west,true,127.185,200,167.626,zone-06:eligible;zone-09:eligible;zone-08:eligible;zone-05:eligible;zone-04:eligible;zone-03:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-10:eligible,532.374,76.05,score-win,reroute-green
2026-03-10T16:03:17Z,carbon_first,us-east,us-west,true,133.668,200,167.626,zone-06:eligible;zone-09:eligible;zone-08:eligible;zone-05:eligible;zone-04:eligible;zone-03:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-10:eligible,532.374,76.05,score-win,reroute-green
2026-03-10T16:03:17Z,carbon_first,us-east,us-west,true,129.193,200,167.626,zone-06:eligible;zone-09:eligible;zone-08:eligible;zone-05:eligible;zone-04:eligible;zone-03:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-10:eligible,532.374,76.05,score-win,reroute-green
2026-03-10T16:03:17Z,carbon_first,us-east,us-west,true,123.824,200,167.626,zone-06:eligible;zone-09:eligible;zone-08:eligible;zone-05:eligible;zone-04:eligible;zone-03:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-10:eligible,532.374,76.05,score-win,reroute-green
2026-03-10T16:03:17Z,carbon_first,us-east,us-west,true,131.240,200,167.626,zone-06:eligible;zone-09:eligible;zone-08:eligible;zone-05:eligible;zone-04:eligible;zone-03:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-10:eligible,532.374,76.05,score-win,reroute-green
2026-03-10T16:03:18Z,carbon_first,us-east,us-west,true,133.874,200,167.626,zone-06:eligible;zone-09:eligible;zone-08:eligible;zone-05:eligible;zone-04:eligible;zone-03:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-10:eligible,532.374,76.05,score-win,reroute-green
2026-03-10T16:03:18Z,carbon_first,us-east,us-west,true,126.411,200,167.626,zone-06:eligible;zone-09:eligible;zone-08:eligible;zone-05:eligible;zone-04:eligible;zone-03:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-10:eligible,532.374,76.05,score-win,reroute-green
2026-03-10T16:03:18Z,carbon_first,us-east,us-west,true,129.805,200,220.898,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-08:eligible;zone-04:eligible;zone-01:eligible;zone-07:eligible;zone-02:eligible;zone-03:eligible;zone-10:eligible,434.930,66.32,score-win,reroute-green
2026-03-10T16:03:18Z,carbon_first,us-east,us-west,true,132.730,200,220.898,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-08:eligible;zone-04:eligible;zone-01:eligible;zone-07:eligible;zone-02:eligible;zone-03:eligible;zone-10:eligible,434.930,66.32,score-win,reroute-green
2026-03-10T16:03:18Z,carbon_first,us-east,us-west,true,129.666,200,220.898,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-08:eligible;zone-04:eligible;zone-01:eligible;zone-07:eligible;zone-02:eligible;zone-03:eligible;zone-10:eligible,434.930,66.32,score-win,reroute-green
2026-03-10T16:03:18Z,carbon_first,us-east,us-west,true,130.920,200,220.898,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-08:eligible;zone-04:eligible;zone-01:eligible;zone-07:eligible;zone-02:eligible;zone-03:eligible;zone-10:eligible,434.930,66.32,score-win,reroute-green
2026-03-10T16:03:18Z,carbon_first,us-east,us-west,true,128.552,200,220.898,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-08:eligible;zone-04:eligible;zone-01:eligible;zone-07:eligible;zone-02:eligible;zone-03:eligible;zone-10:eligible,434.930,66.32,score-win,reroute-green
2026-03-10T16:03:19Z,carbon_first,us-east,us-west,true,125.882,200,220.898,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-08:eligible;zone-04:eligible;zone-01:eligible;zone-07:eligible;zone-02:eligible;zone-03:eligible;zone-10:eligible,434.930,66.32,score-win,reroute-green
2026-03-10T16:03:19Z,carbon_first,us-east,us-west,true,133.392,200,220.898,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-08:eligible;zone-04:eligible;zone-01:eligible;zone-07:eligible;zone-02:eligible;zone-03:eligible;zone-10:eligible,434.930,66.32,score-win,reroute-green
2026-03-10T16:03:19Z,carbon_first,us-east,us-west,true,125.373,200,220.898,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-08:eligible;zone-04:eligible;zone-01:eligible;zone-07:eligible;zone-02:eligible;zone-03:eligible;zone-10:eligible,434.930,66.32,score-win,reroute-green
2026-03-10T16:03:19Z,carbon_first,us-east,us-west,true,137.473,200,300.527,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-08:eligible;zone-04:eligible;zone-01:eligible;zone-10:eligible;zone-02:eligible;zone-03:eligible;zone-07:eligible,332.482,52.52,score-win,reroute-green
2026-03-10T16:03:19Z,carbon_first,us-east,us-west,true,130.807,200,300.527,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-08:eligible;zone-04:eligible;zone-01:eligible;zone-10:eligible;zone-02:eligible;zone-03:eligible;zone-07:eligible,332.482,52.52,score-win,reroute-green
2026-03-10T16:03:19Z,carbon_first,us-east,us-west,true,125.263,200,300.527,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-08:eligible;zone-04:eligible;zone-01:eligible;zone-10:eligible;zone-02:eligible;zone-03:eligible;zone-07:eligible,332.482,52.52,score-win,reroute-green
2026-03-10T16:03:19Z,carbon_first,us-east,us-west,true,134.082,200,300.527,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-08:eligible;zone-04:eligible;zone-01:eligible;zone-10:eligible;zone-02:eligible;zone-03:eligible;zone-07:eligible,332.482,52.52,score-win,reroute-green
2026-03-10T16:03:19Z,carbon_first,us-east,us-west,true,128.883,200,300.527,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-08:eligible;zone-04:eligible;zone-01:eligible;zone-10:eligible;zone-02:eligible;zone-03:eligible;zone-07:eligible,332.482,52.52,score-win,reroute-green
2026-03-10T16:03:20Z,carbon_first,us-east,us-west,true,137.365,200,300.527,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-08:eligible;zone-04:eligible;zone-01:eligible;zone-10:eligible;zone-02:eligible;zone-03:eligible;zone-07:eligible,332.482,52.52,score-win,reroute-green
2026-03-10T16:03:20Z,carbon_first,us-east,us-west,true,132.954,200,300.527,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-08:eligible;zone-04:eligible;zone-01:eligible;zone-10:eligible;zone-02:eligible;zone-03:eligible;zone-07:eligible,332.482,52.52,score-win,reroute-green
2026-03-10T16:03:20Z,carbon_first,us-east,us-west,true,127.645,200,300.527,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-08:eligible;zone-04:eligible;zone-01:eligible;zone-10:eligible;zone-02:eligible;zone-03:eligible;zone-07:eligible,332.482,52.52,score-win,reroute-green
2026-03-10T16:03:20Z,carbon_first,us-east,us-west,true,135.832,200,321.548,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-04:eligible;zone-08:eligible;zone-02:eligible;zone-01:eligible;zone-03:eligible;zone-07:eligible;zone-10:eligible,355.760,52.53,score-win,reroute-green
2026-03-10T16:03:20Z,carbon_first,us-east,us-west,true,129.881,200,321.548,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-04:eligible;zone-08:eligible;zone-02:eligible;zone-01:eligible;zone-03:eligible;zone-07:eligible;zone-10:eligible,355.760,52.53,score-win,reroute-green
2026-03-10T16:03:20Z,carbon_first,us-east,us-west,true,135.495,200,321.548,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-04:eligible;zone-08:eligible;zone-02:eligible;zone-01:eligible;zone-03:eligible;zone-07:eligible;zone-10:eligible,355.760,52.53,score-win,reroute-green
2026-03-10T16:03:20Z,carbon_first,us-east,us-west,true,132.722,200,321.548,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-04:eligible;zone-08:eligible;zone-02:eligible;zone-01:eligible;zone-03:eligible;zone-07:eligible;zone-10:eligible,355.760,52.53,score-win,reroute-green
2026-03-10T16:03:20Z,carbon_first,us-east,us-west,true,130.563,200,321.548,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-04:eligible;zone-08:eligible;zone-02:eligible;zone-01:eligible;zone-03:eligible;zone-07:eligible;zone-10:eligible,355.760,52.53,score-win,reroute-green
2026-03-10T16:03:21Z,carbon_first,us-east,us-west,true,133.453,200,321.548,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-04:eligible;zone-08:eligible;zone-02:eligible;zone-01:eligible;zone-03:eligible;zone-07:eligible;zone-10:eligible,355.760,52.53,score-win,reroute-green
2026-03-10T16:03:21Z,carbon_first,us-east,us-west,true,132.621,200,321.548,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-04:eligible;zone-08:eligible;zone-02:eligible;zone-01:eligible;zone-03:eligible;zone-07:eligible;zone-10:eligible,355.760,52.53,score-win,reroute-green
2026-03-10T16:03:21Z,carbon_first,us-east,us-west,true,126.909,200,321.548,zone-06:eligible;zone-09:eligible;zone-05:eligible;zone-04:eligible;zone-08:eligible;zone-02:eligible;zone-01:eligible;zone-03:eligible;zone-07:eligible;zone-10:eligible,355.760,52.53,score-win,reroute-green
2026-03-10T16:03:21Z,carbon_first,us-east,us-west,true,134.151,200,380.039,zone-09:eligible;zone-06:eligible;zone-08:eligible;zone-04:eligible;zone-05:eligible;zone-02:eligible;zone-01:eligible;zone-03:eligible;zone-07:eligible;zone-10:eligible,270.397,41.57,score-win,reroute-green
2026-03-10T16:03:21Z,carbon_first,us-east,us-west,true,125.640,200,380.039,zone-09:eligible;zone-06:eligible;zone-08:eligible;zone-04:eligible;zone-05:eligible;zone-02:eligible;zone-01:eligible;zone-03:eligible;zone-07:eligible;zone-10:eligible,270.397,41.57,score-win,reroute-green
2026-03-10T16:03:21Z,carbon_first,us-east,us-west,true,125.039,200,380.039,zone-09:eligible;zone-06:eligible;zone-08:eligible;zone-04:eligible;zone-05:eligible;zone-02:eligible;zone-01:eligible;zone-03:eligible;zone-07:eligible;zone-10:eligible,270.397,41.57,score-win,reroute-green
2026-03-10T16:03:21Z,carbon_first,us-east,us-west,true,131.343,200,380.039,zone-09:eligible;zone-06:eligible;zone-08:eligible;zone-04:eligible;zone-05:eligible;zone-02:eligible;zone-01:eligible;zone-03:eligible;zone-07:eligible;zone-10:eligible,270.397,41.57,score-win,reroute-green
2026-03-10T16:03:22Z,carbon_first,us-east,us-west,true,130.188,200,380.039,zone-09:eligible;zone-06:eligible;zone-08:eligible;zone-04:eligible;zone-05:eligible;zone-02:eligible;zone-01:eligible;zone-03:eligible;zone-07:eligible;zone-10:eligible,270.397,41.57,score-win,reroute-green
2026-03-10T16:03:22Z,carbon_first,us-east,us-west,true,130.109,200,380.039,zone-09:eligible;zone-06:eligible;zone-08:eligible;zone-04:eligible;zone-05:eligible;zone-02:eligible;zone-01:eligible;zone-03:eligible;zone-07:eligible;zone-10:eligible,270.397,41.57,score-win,reroute-green
2026-03-10T16:03:22Z,carbon_first,us-east,us-west,true,126.388,200,380.039,zone-09:eligible;zone-06:eligible;zone-08:eligible;zone-04:eligible;zone-05:eligible;zone-02:eligible;zone-01:eligible;zone-03:eligible;zone-07:eligible;zone-10:eligible,270.397,41.57,score-win,reroute-green
2026-03-10T16:03:22Z,carbon_first,us-east,us-west,true,125.509,200,380.039,zone-09:eligible;zone-06:eligible;zone-08:eligible;zone-04:eligible;zone-05:eligible;zone-02:eligible;zone-01:eligible;zone-03:eligible;zone-07:eligible;zone-10:eligible,270.397,41.57,score-win,reroute-green
2026-03-10T16:03:22Z,carbon_first,us-east,us-west,true,117.800,200,334.084,zone-09:eligible;zone-06:eligible;zone-08:eligible;zone-04:eligible;zone-05:eligible;zone-07:eligible;zone-01:eligible;zone-02:eligible;zone-03:eligible;zone-10:eligible,363.272,52.09,score-win,reroute-green
2026-03-10T16:03:22Z,carbon_first,us-east,us-west,true,127.289,200,334.084,zone-09:eligible;zone-06:eligible;zone-08:eligible;zone-04:eligible;zone-05:eligible;zone-07:eligible;zone-01:eligible;zone-02:eligible;zone-03:eligible;zone-10:eligible,363.272,52.09,score-win,reroute-green
2026-03-10T16:03:22Z,carbon_first,us-east,us-west,true,126.735,200,334.084,zone-09:eligible;zone-06:eligible;zone-08:eligible;zone-04:eligible;zone-05:eligible;zone-07:eligible;zone-01:eligible;zone-02:eligible;zone-03:eligible;zone-10:eligible,363.272,52.09,score-win,reroute-green
2026-03-10T16:03:22Z,carbon_first,us-east,us-west,true,134.591,200,334.084,zone-09:eligible;zone-06:eligible;zone-08:eligible;zone-04:eligible;zone-05:eligible;zone-07:eligible;zone-01:eligible;zone-02:eligible;zone-03:eligible;zone-10:eligible,363.272,52.09,score-win,reroute-green
2026-03-10T16:03:23Z,carbon_first,us-east,us-west,true,130.638,200,334.084,zone-09:eligible;zone-06:eligible;zone-08:eligible;zone-04:eligible;zone-05:eligible;zone-07:eligible;zone-01:eligible;zone-02:eligible;zone-03:eligible;zone-10:eligible,363.272,52.09,score-win,reroute-green
2026-03-10T16:03:23Z,carbon_first,us-east,us-west,true,129.852,200,334.084,zone-09:eligible;zone-06:eligible;zone-08:eligible;zone-04:eligible;zone-05:eligible;zone-07:eligible;zone-01:eligible;zone-02:eligible;zone-03:eligible;zone-10:eligible,363.272,52.09,score-win,reroute-green
2026-03-10T16:03:23Z,carbon_first,us-east,us-west,true,124.270,200,334.084,zone-09:eligible;zone-06:eligible;zone-08:eligible;zone-04:eligible;zone-05:eligible;zone-07:eligible;zone-01:eligible;zone-02:eligible;zone-03:eligible;zone-10:eligible,363.272,52.09,score-win,reroute-green
2026-03-10T16:03:23Z,carbon_first,us-east,us-west,true,129.231,200,334.084,zone-09:eligible;zone-06:eligible;zone-08:eligible;zone-04:eligible;zone-05:eligible;zone-07:eligible;zone-01:eligible;zone-02:eligible;zone-03:eligible;zone-10:eligible,363.272,52.09,score-win,reroute-green
2026-03-10T16:03:23Z,carbon_first,us-east,us-west,true,130.423,200,356.140,zone-09:eligible;zone-08:eligible;zone-06:eligible;zone-04:eligible;zone-05:eligible;zone-03:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-10:eligible,343.860,49.12,score-win,reroute-green
2026-03-10T16:03:23Z,carbon_first,us-east,us-west,true,128.244,200,356.140,zone-09:eligible;zone-08:eligible;zone-06:eligible;zone-04:eligible;zone-05:eligible;zone-03:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-10:eligible,343.860,49.12,score-win,reroute-green
2026-03-10T16:03:23Z,carbon_first,us-east,us-west,true,131.702,200,356.140,zone-09:eligible;zone-08:eligible;zone-06:eligible;zone-04:eligible;zone-05:eligible;zone-03:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-10:eligible,343.860,49.12,score-win,reroute-green
2026-03-10T16:03:23Z,carbon_first,us-east,us-west,true,131.215,200,356.140,zone-09:eligible;zone-08:eligible;zone-06:eligible;zone-04:eligible;zone-05:eligible;zone-03:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-10:eligible,343.860,49.12,score-win,reroute-green
2026-03-10T16:03:24Z,carbon_first,us-east,us-west,true,118.577,200,356.140,zone-09:eligible;zone-08:eligible;zone-06:eligible;zone-04:eligible;zone-05:eligible;zone-03:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-10:eligible,343.860,49.12,score-win,reroute-green
2026-03-10T16:03:24Z,carbon_first,us-east,us-west,true,125.297,200,356.140,zone-09:eligible;zone-08:eligible;zone-06:eligible;zone-04:eligible;zone-05:eligible;zone-03:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-10:eligible,343.860,49.12,score-win,reroute-green
2026-03-10T16:03:24Z,carbon_first,us-east,us-west,true,130.025,200,356.140,zone-09:eligible;zone-08:eligible;zone-06:eligible;zone-04:eligible;zone-05:eligible;zone-03:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-10:eligible,343.860,49.12,score-win,reroute-green
2026-03-10T16:03:24Z,carbon_first,us-east,us-west,true,128.977,200,356.140,zone-09:eligible;zone-08:eligible;zone-06:eligible;zone-04:eligible;zone-05:eligible;zone-03:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-10:eligible,343.860,49.12,score-win,reroute-green
2026-03-10T16:03:24Z,carbon_first,us-east,us-west,true,126.751,200,363.967,zone-09:eligible;zone-08:eligible;zone-06:eligible;zone-04:eligible;zone-10:eligible;zone-07:eligible;zone-03:eligible;zone-05:eligible;zone-02:eligible;zone-01:eligible,297.435,44.97,score-win,reroute-green
2026-03-10T16:03:24Z,carbon_first,us-east,us-west,true,131.744,200,363.967,zone-09:eligible;zone-08:eligible;zone-06:eligible;zone-04:eligible;zone-10:eligible;zone-07:eligible;zone-03:eligible;zone-05:eligible;zone-02:eligible;zone-01:eligible,297.435,44.97,score-win,reroute-green
2026-03-10T16:03:24Z,carbon_first,us-east,us-west,true,123.373,200,363.967,zone-09:eligible;zone-08:eligible;zone-06:eligible;zone-04:eligible;zone-10:eligible;zone-07:eligible;zone-03:eligible;zone-05:eligible;zone-02:eligible;zone-01:eligible,297.435,44.97,score-win,reroute-green
2026-03-10T16:03:24Z,carbon_first,us-east,us-west,true,130.302,200,363.967,zone-09:eligible;zone-08:eligible;zone-06:eligible;zone-04:eligible;zone-10:eligible;zone-07:eligible;zone-03:eligible;zone-05:eligible;zone-02:eligible;zone-01:eligible,297.435,44.97,score-win,reroute-green
2026-03-10T16:03:25Z,carbon_first,us-east,us-west,true,122.920,200,363.967,zone-09:eligible;zone-08:eligible;zone-06:eligible;zone-04:eligible;zone-10:eligible;zone-07:eligible;zone-03:eligible;zone-05:eligible;zone-02:eligible;zone-01:eligible,297.435,44.97,score-win,reroute-green
2026-03-10T16:03:25Z,carbon_first,us-east,us-west,true,125.039,200,363.967,zone-09:eligible;zone-08:eligible;zone-06:eligible;zone-04:eligible;zone-10:eligible;zone-07:eligible;zone-03:eligible;zone-05:eligible;zone-02:eligible;zone-01:eligible,297.435,44.97,score-win,reroute-green
2026-03-10T16:03:25Z,carbon_first,us-east,us-west,true,125.300,200,363.967,zone-09:eligible;zone-08:eligible;zone-06:eligible;zone-04:eligible;zone-10:eligible;zone-07:eligible;zone-03:eligible;zone-05:eligible;zone-02:eligible;zone-01:eligible,297.435,44.97,score-win,reroute-green
2026-03-10T16:03:25Z,carbon_first,us-east,us-west,true,126.775,200,363.967,zone-09:eligible;zone-08:eligible;zone-06:eligible;zone-04:eligible;zone-10:eligible;zone-07:eligible;zone-03:eligible;zone-05:eligible;zone-02:eligible;zone-01:eligible,297.435,44.97,score-win,reroute-green
2026-03-10T16:03:25Z,carbon_first,us-east,us-west,true,131.092,200,317.613,zone-09:eligible;zone-08:eligible;zone-06:eligible;zone-04:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-03:eligible;zone-05:eligible;zone-10:eligible,335.636,51.38,score-win,reroute-green
2026-03-10T16:03:25Z,carbon_first,us-east,us-west,true,124.783,200,317.613,zone-09:eligible;zone-08:eligible;zone-06:eligible;zone-04:eligible;zone-01:eligible;zone-02:eligible;zone-07:eligible;zone-03:eligible;zone-05:eligible;zone-10:eligible,335.636,51.38,score-win,reroute-green
